1170.000,0.196
1170.050,0.133
1170.100,0.120
1170.150,0.100
1170.200,0.077
1170.250,0.042
1170.300,0.014
1170.350,-0.001
1170.400,-0.002
1170.450,-0.010
1170.500,-0.040
1170.550,-0.055
1170.600,-0.075
1170.650,-0.063
1170.700,-0.068
1170.750,-0.079
1170.800,-0.060
1170.850,-0.085
1170.900,-0.062
1170.950,-0.080
1171.000,-0.082
1171.050,-0.078
1171.100,-0.106
1171.150,-0.100
1171.200,-0.091
1171.250,-0.084
1171.300,-0.088
1171.350,-0.074
1171.400,-0.077
1171.450,-0.065
1171.500,-0.069
1171.550,-0.087
1171.600,-0.092
1171.650,-0.065
1171.700,-0.089
1171.750,-0.058
1171.800,-0.063
1171.850,-0.075
1171.900,-0.056
1171.950,-0.054
1172.000,-0.064
1172.050,-0.046
1172.100,-0.034
1172.150,-0.039
1172.200,-0.029
1172.250,-0.051
1172.300,-0.021
1172.350,-0.032
1172.400,0.001
1172.450,-0.003
1172.500,-0.003
1172.550,0.031
1172.600,0.034
1172.650,0.032
1172.700,0.053
1172.750,0.067
1172.800,0.074
1172.850,0.052
1172.900,0.060
1172.950,0.086
1173.000,0.092
1173.050,0.076
1173.100,0.085
1173.150,0.083
1173.200,0.119
1173.250,0.136
1173.300,0.072
1173.350,0.091
1173.400,0.095
1173.450,0.099
1173.500,0.047
1173.550,0.056
1173.600,0.041
1173.650,0.064
1173.700,0.047
1173.750,0.009
1173.800,0.039
1173.850,0.008
1173.900,0.031
1173.950,0.020
1174.000,0.008
1174.050,-0.025
1174.100,-0.046
1174.150,-0.098
1174.200,-0.152
1174.250,-0.191
1174.300,-0.281
1174.350,-0.342
1174.400,-0.434
1174.450,-0.529
1174.500,-0.665
1174.550,-0.791
1174.600,-0.961
1174.650,-1.103
1174.700,-1.303
1174.750,-1.446
1174.800,-1.655
1174.850,-1.892
1174.900,-2.124
1174.950,-2.367
1175.000,-2.614
1175.050,-2.908
1175.100,-3.194
1175.150,-3.539
1175.200,-3.887
1175.250,-4.266
1175.300,-4.700
1175.350,-5.140
1175.400,-5.588
1175.450,-6.120
1175.500,-6.641
1175.550,-7.198
1175.600,-7.804
1175.650,-8.449
1175.700,-9.156
1175.750,-9.887
1175.800,-10.727
1175.850,-11.602
1175.900,-12.621
1175.950,-13.746
1176.000,-15.038
1176.050,-16.519
1176.100,-18.249
1176.150,-20.209
1176.200,-22.478
1176.250,-25.055
1176.300,-27.968
1176.350,-31.233
1176.400,-34.878
1176.450,-38.806
1176.500,-42.968
1176.550,-47.367
1176.600,-51.822
1176.650,-56.195
1176.700,-60.258
1176.750,-63.694
1176.800,-66.102
1176.850,-66.878
1176.900,-65.264
1176.950,-60.441
1177.000,-51.357
1177.050,-37.186
1177.100,-17.166
1177.150,8.993
1177.200,40.900
1177.250,77.428
1177.300,116.760
1177.350,156.336
1177.400,193.144
1177.450,224.202
1177.500,246.786
1177.550,258.896
1177.600,259.527
1177.650,248.729
1177.700,227.500
1177.750,197.634
1177.800,161.479
1177.850,121.543
1177.900,80.325
