1170.000,0.060
1170.050,0.030
1170.100,0.030
1170.150,0.027
1170.200,0.004
1170.250,0.006
1170.300,-0.012
1170.350,0.005
1170.400,-0.004
1170.450,-0.023
1170.500,-0.037
1170.550,-0.015
1170.600,-0.002
1170.650,-0.008
1170.700,-0.005
1170.750,-0.023
1170.800,-0.021
1170.850,-0.018
1170.900,-0.008
1170.950,0.013
1171.000,0.025
1171.050,-0.006
1171.100,0.003
1171.150,0.008
1171.200,-0.028
1171.250,-0.016
1171.300,-0.031
1171.350,-0.000
1171.400,-0.028
1171.450,-0.006
1171.500,-0.016
1171.550,-0.015
1171.600,-0.011
1171.650,-0.011
1171.700,-0.032
1171.750,-0.040
1171.800,-0.028
1171.850,0.027
1171.900,-0.001
1171.950,0.007
1172.000,0.014
1172.050,0.038
1172.100,0.060
1172.150,0.026
1172.200,0.055
1172.250,0.076
1172.300,0.074
1172.350,0.062
1172.400,0.102
1172.450,0.078
1172.500,0.087
1172.550,0.113
1172.600,0.078
1172.650,0.097
1172.700,0.083
1172.750,0.101
1172.800,0.092
1172.850,0.080
1172.900,0.080
1172.950,0.083
1173.000,0.019
1173.050,0.040
1173.100,0.000
1173.150,-0.003
1173.200,-0.043
1173.250,-0.060
1173.300,-0.104
1173.350,-0.130
1173.400,-0.148
1173.450,-0.141
1173.500,-0.171
1173.550,-0.153
1173.600,-0.153
1173.650,-0.222
1173.700,-0.204
1173.750,-0.225
1173.800,-0.240
1173.850,-0.255
1173.900,-0.305
1173.950,-0.351
1174.000,-0.397
1174.050,-0.455
1174.100,-0.494
1174.150,-0.590
1174.200,-0.612
1174.250,-0.729
1174.300,-0.812
1174.350,-0.935
1174.400,-1.042
1174.450,-1.164
1174.500,-1.306
1174.550,-1.474
1174.600,-1.666
1174.650,-1.822
1174.700,-2.012
1174.750,-2.206
1174.800,-2.406
1174.850,-2.624
1174.900,-2.881
1174.950,-3.130
1175.000,-3.444
1175.050,-3.715
1175.100,-4.068
1175.150,-4.425
1175.200,-4.788
1175.250,-5.183
1175.300,-5.589
1175.350,-6.061
1175.400,-6.502
1175.450,-6.975
1175.500,-7.502
1175.550,-8.033
1175.600,-8.591
1175.650,-9.171
1175.700,-9.813
1175.750,-10.503
1175.800,-11.281
1175.850,-12.146
1175.900,-13.185
1175.950,-14.384
1176.000,-15.742
1176.050,-17.386
1176.100,-19.310
1176.150,-21.574
1176.200,-24.199
1176.250,-27.228
1176.300,-30.726
1176.350,-34.668
1176.400,-39.027
1176.450,-43.810
1176.500,-48.757
1176.550,-53.770
1176.600,-58.492
1176.650,-62.388
1176.700,-64.735
1176.750,-64.768
1176.800,-61.379
1176.850,-53.410
1176.900,-39.785
1176.950,-19.623
1177.000,7.227
1177.050,40.362
1177.100,78.214
1177.150,118.343
1177.200,157.529
1177.250,192.424
1177.300,219.769
1177.350,237.093
1177.400,243.134
1177.450,237.709
1177.500,221.789
1177.550,197.108
1177.600,165.874
1177.650,130.352
1177.700,92.662
1177.750,54.631
1177.800,17.696
1177.850,-16.786
1177.900,-47.692
1177.950,-73.892
1178.000,-94.646
1178.050,-109.574
1178.100,-118.634
1178.150,-122.352
1178.201,-121.616
1178.251,-117.545
1178.301,-111.384
1178.351,-104.150
1178.401,-96.883
1178.451,-90.057
1178.501,-83.885
1178.551,-78.323
1178.601,-73.067
1178.651,-67.745
1178.701,-61.982
1178.751,-55.618
1178.801,-48.490
1178.851,-40.683
1178.901,-32.489
1178.951,-24.323
1179.001,-16.758
1179.051,-10.319
1179.101,-5.391
1179.151,-2.056
1179.201,-0.266
1179.251,0.288
1179.301,0.059
1179.351,-0.570
1179.401,-1.143
1179.451,-1.495
1179.501,-1.302
1179.551,-0.595
1179.601,0.610
1179.651,2.125
1179.701,3.742
1179.751,5.161
1179.801,6.125
1179.851,6.474
1179.901,6.030
1179.951,5.004
1180.001,3.522
1180.051,2.002
1180.101,0.823
1180.151,0.355
1180.201,0.852
1180.251,2.278
1180.301,4.412
1180.351,6.765
1180.401,8.900
1180.451,10.358
1180.501,11.000
1180.551,10.679
1180.601,9.625
1180.651,8.051
1180.701,6.256
1180.751,4.633
1180.801,3.383
1180.851,2.715
1180.901,2.581
1180.951,2.888
1181.001,3.459
1181.051,4.063
1181.101,4.482
1181.151,4.642
1181.201,4.457
1181.251,3.895
1181.301,3.031
1181.351,2.049
1181.401,1.076
1181.451,0.363
1181.501,0.018
1181.551,0.195
1181.601,0.764
1181.651,1.715
1181.701,2.805
1181.751,3.830
1181.801,4.556
1181.851,4.826
1181.901,4.598
1181.951,4.007
1182.001,3.061
1182.051,2.019
1182.101,1.112
1182.151,0.481
1182.201,0.191
1182.251,0.259
1182.301,0.605
1182.351,1.024
1182.401,1.436
1182.451,1.698
1182.501,1.713
1182.551,1.465
1182.601,0.981
1182.651,0.403
1182.701,-0.278
1182.751,-0.862
1182.801,-1.273
1182.851,-1.422
1182.901,-1.255
1182.951,-0.752
1183.001,0.112
1183.051,1.252
1183.101,2.579
1183.151,3.989
1183.201,5.359
1183.251,6.565
1183.301,7.536
1183.351,8.227
1183.401,8.643
1183.451,8.816
1183.501,8.780
1183.551,8.607
1183.601,8.345
1183.651,8.045
1183.701,7.737
1183.751,7.362
1183.801,6.954
1183.851,6.423
1183.901,5.732
1183.951,4.868
1184.001,3.766
1184.051,2.439
1184.101,0.976
1184.151,-0.597
1184.201,-2.220
1184.251,-3.717
1184.301,-5.124
1184.351,-6.254
1184.401,-7.064
1184.451,-7.560
1184.501,-7.675
1184.551,-7.457
1184.601,-6.996
1184.651,-6.383
1184.701,-5.679
1184.751,-4.951
1184.801,-4.372
1184.851,-3.888
1184.901,-3.541
1184.951,-3.296
1185.001,-3.117
1185.051,-2.910
1185.101,-2.641
1185.151,-2.274
1185.201,-1.782
1185.251,-1.118
1185.301,-0.396
1185.351,0.412
1185.401,1.231
1185.451,2.010
1185.501,2.663
1185.551,3.128
1185.601,3.350
1185.651,3.314
1185.701,2.999
1185.751,2.463
1185.801,1.702
1185.851,0.838
1185.901,-0.077
1185.951,-0.864
1186.001,-1.518
1186.051,-1.932
1186.101,-2.079
1186.151,-1.977
1186.201,-1.740
1186.251,-1.366
1186.301,-1.008
1186.351,-0.740
1186.401,-0.613
1186.451,-0.692
1186.501,-0.923
1186.551,-1.297
1186.601,-1.776
1186.651,-2.267
1186.701,-2.738
1186.751,-3.124
1186.801,-3.411
1186.851,-3.556
1186.901,-3.613
1186.951,-3.575
1187.001,-3.474
1187.051,-3.400
1187.101,-3.401
1187.151,-3.458
1187.201,-3.745
1187.251,-4.153
1187.301,-4.685
1187.351,-5.294
1187.401,-5.886
1187.451,-6.421
1187.501,-6.813
1187.551,-7.086
1187.601,-7.146
1187.651,-7.103
1187.701,-6.951
1187.751,-6.743
1187.801,-6.505
1187.851,-6.335
1187.901,-6.201
1187.951,-6.143
1188.001,-6.118
1188.051,-6.139
1188.101,-6.158
1188.151,-6.119
1188.201,-5.992
1188.251,-5.762
1188.301,-5.364
1188.351,-4.815
1188.401,-4.090
1188.451,-3.276
1188.501,-2.415
1188.551,-1.514
1188.601,-0.687
1188.651,0.128
1188.701,0.849
1188.751,1.472
1188.801,1.997
1188.851,2.482
1188.901,2.906
1188.951,3.268
1189.001,3.593
1189.051,3.936
1189.101,4.232
1189.151,4.587
1189.201,4.939
1189.251,5.297
1189.301,5.729
1189.351,6.096
1189.401,6.484
1189.451,6.856
1189.501,7.214
1189.551,7.552
1189.601,7.884
1189.651,8.188
1189.701,8.462
1189.751,8.740
1189.801,9.029
1189.851,9.275
1189.901,9.501
1189.951,9.704
1190.001,9.892
1190.051,10.046
1190.101,10.192
1190.151,10.321
1190.201,10.474
1190.251,10.580
1190.301,10.670
1190.351,10.771
1190.401,10.856
1190.451,10.904
1190.501,10.986
1190.551,10.981
1190.601,10.958
1190.651,10.902
1190.701,10.797
1190.751,10.644
1190.801,10.380
1190.851,10.105
1190.901,9.684
1190.951,9.235
1191.001,8.764
1191.051,8.231
1191.101,7.753
1191.151,7.323
1191.201,6.909
1191.251,6.535
1191.301,6.140
1191.351,5.757
1191.401,5.318
1191.451,4.840
1191.501,4.267
1191.551,3.628
1191.601,2.953
1191.651,2.209
1191.701,1.462
1191.751,0.772
1191.801,0.130
1191.851,-0.451
1191.901,-0.964
1191.951,-1.440
1192.001,-1.847
1192.051,-2.218
1192.101,-2.572
1192.151,-2.911
1192.201,-3.222
1192.251,-3.472
1192.301,-3.692
1192.351,-3.804
1192.401,-3.897
1192.451,-3.960
1192.501,-4.060
1192.551,-4.214
1192.601,-4.443
1192.651,-4.779
1192.701,-5.151
1192.751,-5.599
1192.801,-6.036
1192.851,-6.394
1192.901,-6.662
1192.951,-6.781
1193.001,-6.760
1193.051,-6.616
1193.101,-6.391
1193.151,-6.137
1193.201,-5.898
1193.251,-5.713
1193.301,-5.635
1193.351,-5.605
1193.401,-5.687
1193.451,-5.848
1193.501,-5.971
1193.551,-6.108
1193.601,-6.176
1193.651,-6.163
1193.701,-6.050
1193.751,-5.830
1193.801,-5.564
1193.851,-5.241
1193.901,-4.867
1193.951,-4.496
1194.001,-4.089
1194.051,-3.723
1194.101,-3.370
1194.151,-3.057
1194.201,-2.829
1194.251,-2.651
1194.301,-2.635
1194.351,-2.669
1194.401,-2.787
1194.451,-2.959
1194.501,-3.153
1194.551,-3.285
1194.602,-3.340
1194.652,-3.304
1194.702,-3.189
1194.752,-2.972
1194.802,-2.652
1194.852,-2.326
1194.902,-1.984
1194.952,-1.684
